Year,Rank,Name,Birthland,Standingland,Birthyear,Sex,Sire,Dam,Wins,Races,WinPercent,1st,2nd,3rd,WinDistance,Link
2001,19,Heavens Malchik ,IE,IU,1997,m,Daleys Denis,Heaven Sent,16,29,55%,16,7,2,366 m,http://www.greyhound-data.com/d?i=98410
2001,27,Apple Rambler ,IE,IE,1997,m,Vintage Prince,Apple Tower,15,33,45%,15,9,2,424 m,http://www.greyhound-data.com/d?i=7619
2001,37,Bangor Don ,IE,UK,1997,m,Trade Official,Bangor Jane,13,21,61%,13,1,2,469 m,http://www.greyhound-data.com/d?i=14622
2001,66,Woodbrook Wine ,IE,IE,1997,f,Scoby Deas,Redwood Katie,11,22,50%,11,4,1,585 m,http://www.greyhound-data.com/d?i=254018
2001,84,Ciaras Ceili ,IE,UK,1997,m,Cork Jim,Ballynoe Lass,10,19,52%,10,2,5,440 m,http://www.greyhound-data.com/d?i=43518
2001,94,Billionaire ,IE,IE,1997,m,Michaels Machine,Sparky Rose,10,27,37%,10,9,2,509 m,http://www.greyhound-data.com/d?i=21095
2001,1,Parliament Act ,IE,IE,1998,m,Trade Official,Lemon Ashling,23,34,67%,23,2,6,292 m,http://www.greyhound-data.com/d?i=174430
2001,2,Ballmac Keano ,IE,IE,1998,m,He Knows,Blonde Slippy,23,39,58%,23,6,3,465 m,http://www.greyhound-data.com/d?i=13233
2001,4,El Othello ,IE,ES,1998,m,Top Honcho *,Oakfront Star,21,43,48%,21,7,9,573 m,http://www.greyhound-data.com/d?i=70589
2001,5,No Can Waltz ,IE,DE,1998,m,Arrigle Buddy,Clonleigh Lass,20,36,55%,20,8,4,617 m,http://www.greyhound-data.com/d?i=165181
2001,7,Sonic Flight ,UK,IE,1998,m,Frightful Flash *,Westmead Flight,19,27,70%,19,5,1,482 m,http://www.greyhound-data.com/d?i=217199
2001,11,Late Late Show ,IE,AU,1998,m,Spiral Nikita,Ullid Citrate,17,26,65%,17,6,1,498 m,http://www.greyhound-data.com/d?i=129731
2001,14,Rossa Ranger ,IE,IE,1998,m,Come On Ranger,Emmerdale Pine,17,35,48%,17,7,5,438 m,http://www.greyhound-data.com/d?i=197959
2001,15,Let Us Know ,IE,IE,1998,f,Frightful Flash *,Rock Flagship,17,38,44%,17,10,6,853 m,http://www.greyhound-data.com/d?i=132077
2001,18,Koko Casino ,IE,IE,1998,m,Small Fortune,Sonic Bluebell,16,26,61%,16,2,6,563 m,http://www.greyhound-data.com/d?i=125824
2001,22,Windgap Java ,IE,IE,1998,m,Lassa Java,Dysart Turnover,15,22,68%,15,2,2,484 m,http://www.greyhound-data.com/d?i=252471
2001,23,Pretty Smokey ,IE,IE,1998,m,Lemon Smokey,Westbake Angel,15,24,62%,15,5,2,302 m,http://www.greyhound-data.com/d?i=182578
2001,25,Elliots Pride ,IE,IE,1998,m,Slaneyside Hare,Rubys Bridge,15,30,50%,15,7,5,279 m,http://www.greyhound-data.com/d?i=70365
2001,32,Aglish Ben ,IE,IE,1998,m,Thorgil Tex *,Jalee Gem,14,31,45%,14,10,4,462 m,http://www.greyhound-data.com/d?i=2079
2001,33,Hello Bud ,IE,IE,1998,m,Arrigle Buddy,Clonleigh Lass,14,31,45%,14,10,3,623 m,http://www.greyhound-data.com/d?i=98782
2001,35,Westmead Baron ,UK,UK,1998,m,Toms the Best,Westmead Chick,14,40,35%,14,12,4,542 m,http://www.greyhound-data.com/d?i=249104
2001,38,Venture Bona ,IE,PK,1998,m,Staplers Jo,Live Commentary,13,24,54%,13,1,3,259 m,http://www.greyhound-data.com/d?i=349187
2001,39,Sexy Delight ,IE,IE,1998,f,Some Picture,Spring Rose,13,26,50%,13,4,6,717 m,http://www.greyhound-data.com/d?i=206866
2001,42,Joes Venture ,UK,UK,1998,m,Staplers Jo,Covert Blossom,13,29,44%,13,2,4,515 m,http://www.greyhound-data.com/d?i=114616
2001,46,Bozy Blue Blaze ,IE,IE,1998,m,Westmead Merlin,Trionas Pride,13,32,40%,13,7,3,583 m,http://www.greyhound-data.com/d?i=29035
2001,48,Hideaway Gift ,IE,IE,1998,m,Summerhill Gift,Lily Marlene,13,35,37%,13,7,6,495 m,http://www.greyhound-data.com/d?i=99927
2001,49,Chiefs Pride ,IE,IE,1998,f,Coonough Chief,Carbury Castle,12,17,70%,12,2,0,439 m,http://www.greyhound-data.com/d?i=42640
2001,57,Audreys Knight ,IE,IE,1998,m,Top Honcho *,Roving Joy,12,26,46%,12,3,2,400 m,http://www.greyhound-data.com/d?i=10561
2001,59,Gavins Pride ,IE,UK,1998,m,Westmead Merlin,Trionas Pride,12,29,41%,12,7,4,465 m,http://www.greyhound-data.com/d?i=85823
2001,60,Major Result ,IE,IE,1998,f,Right Move,Parkill Aussie,12,29,41%,12,6,4,478 m,http://www.greyhound-data.com/d?i=141932
2001,63,Glencoyne ,IE,IE,1998,m,Lassa Java,Aranock Girl,12,36,33%,12,12,2,638 m,http://www.greyhound-data.com/d?i=88667
2001,65,Cloheena Dingo ,IE,IE,1998,m,Smooth Rumble *,Safe Keeping,11,20,55%,11,4,1,841 m,http://www.greyhound-data.com/d?i=45793
2001,73,Samba Man ,IE,IE,1998,m,Trade Crisis,Jet On Flojo,11,26,42%,11,6,4,449 m,http://www.greyhound-data.com/d?i=202209
2001,75,Durrow Prince ,IE,IE,1998,m,Vintage Prince,Treasure Beo,11,27,40%,11,4,3,606 m,http://www.greyhound-data.com/d?i=66743
2001,76,Pack Them In ,IE,IE,1998,m,Spiral Nikita,Supa Score,11,27,40%,11,9,2,467 m,http://www.greyhound-data.com/d?i=173104
2001,77,Mustang Hope ,IE,IE,1998,f,Smooth Rumble *,Carannahs Sand,11,28,39%,11,7,3,548 m,http://www.greyhound-data.com/d?i=159280
2001,82,Goodbye Sonny ,IE,IE,1998,m,Lassa Java,Dysart Turnover,10,13,76%,10,3,0,489 m,http://www.greyhound-data.com/d?i=91243
2001,83,Droopys Vieri ,IE,IE,1998,m,Top Honcho *,Droopys Fergie,10,14,71%,10,1,0,496 m,http://www.greyhound-data.com/d?i=65365
2001,85,Lemon Sash ,IE,IE,1998,m,Ready About NGA *,Lemon Miss,10,20,50%,10,4,1,484 m,http://www.greyhound-data.com/d?i=131557
2001,90,Derwent Pride ,IE,IE,1998,f,Spiral Nikita,Dessies Pride,10,22,45%,10,5,3,480 m,http://www.greyhound-data.com/d?i=59818
2001,92,Getwhoyoulike ,IE,IE,1998,f,New Level,Timmies Fancy,10,24,41%,10,7,3,759 m,http://www.greyhound-data.com/d?i=87173
2001,95,Oceejaydee ,IE,IE,1998,m,Spiral Nikita,Lady Ballydaniel,10,29,34%,10,9,5,445 m,http://www.greyhound-data.com/d?i=167735
2001,96,Java Leader* ,IE,US,1998,m,Lassa Java,Suirside Lass,10,31,32%,10,8,2,365 m,http://www.greyhound-data.com/d?i=111218
2001,99,Lipton ,IE,IE,1998,f,Some Picture,Cushie Amazing,10,34,29%,10,7,7,512 m,http://www.greyhound-data.com/d?i=133720
2001,100,Even Keel ,IE,IE,1998,f,Frightful Flash *,Quare Spark,10,34,29%,10,6,8,508 m,http://www.greyhound-data.com/d?i=72688
2001,3,El Ronan ,IE,IE,1999,m,Staplers Jo,Freds Flame,23,47,48%,23,6,9,425 m,http://www.greyhound-data.com/d?i=70617
2001,6,Harsu Super ,UK,UK,1999,m,Ratify,Yes Super,20,45,44%,20,6,3,468 m,http://www.greyhound-data.com/d?i=96964
2001,8,Kinda Magic ,IE,UK,1999,m,Deep Decision,Enchantment,19,38,50%,19,6,5,418 m,http://www.greyhound-data.com/d?i=123365
2001,9,Bruff Legend ,IE,IU,1999,m,Slaneyside Well,Smart Joy,18,31,58%,18,6,1,625 m,http://www.greyhound-data.com/d?i=261037
2001,10,Lenson Cody ,IE,DK,1999,m,Smooth Rumble *,Blonde Returns,18,38,47%,18,4,7,700 m,http://www.greyhound-data.com/d?i=131655
2001,12,Making Merry ,IE,IE,1999,f,Toms the Best,Tinrah Princess,17,30,56%,17,5,3,619 m,http://www.greyhound-data.com/d?i=261751
2001,13,Marshals June ,IE,IE,1999,m,Saradeb,Marshals Rose,17,30,56%,17,5,1,465 m,http://www.greyhound-data.com/d?i=144091
2001,16,Tamna Rose ,IE,IE,1999,f,Come On Ranger,Quare Season,16,22,72%,16,2,3,480 m,http://www.greyhound-data.com/d?i=258258
2001,17,Elbony Fox ,IE,UK,1999,m,Smooth Rumble *,Elbony Rose,16,23,69%,16,1,4,642 m,http://www.greyhound-data.com/d?i=69920
2001,20,Harsu Prince ,IE,IE,1999,m,Mobile Prince,Yes Super,16,31,51%,16,9,1,278 m,http://www.greyhound-data.com/d?i=96960
2001,21,Countrywide Tams ,IE,IE,1999,f,Lassa Java,Persian Spark,16,38,42%,16,5,4,467 m,http://www.greyhound-data.com/d?i=50975
2001,24,Ballybray Jasper ,IE,IE,1999,m,Vintage Prince,Lone Sady,15,29,51%,15,7,4,326 m,http://www.greyhound-data.com/d?i=262544
2001,26,Reactabond Ace ,IE,UK,1999,m,El Premier,Droopys Kylie,15,31,48%,15,7,3,462 m,http://www.greyhound-data.com/d?i=189941
2001,28,Potto Knows ,UK,UK,1999,m,He Knows,Pottos Way,15,38,39%,15,9,6,434 m,http://www.greyhound-data.com/d?i=257858
2001,29,Debs the Best ,IE,IE,1999,m,Toms the Best,Deb's Tick,15,42,35%,15,11,8,506 m,http://www.greyhound-data.com/d?i=58289
2001,30,Top Savings ,IE,IE,1999,m,Top Honcho *,Too Breezy,14,22,63%,14,3,3,498 m,http://www.greyhound-data.com/d?i=266875
2001,31,Word of God ,IE,IE,1999,m,Vintage Prince,Batties Spirit,14,28,50%,14,6,0,511 m,http://www.greyhound-data.com/d?i=271688
2001,34,Graigue Sonia ,IE,UK,1999,f,Mustang Yank,Caherline Sonia,14,34,41%,14,6,2,585 m,http://www.greyhound-data.com/d?i=261540
2001,36,Blue Gooner ,IE,UK,1999,m,Staplers Jo,Code Dancer,14,41,34%,14,9,7,456 m,http://www.greyhound-data.com/d?i=24701
2001,40,Farloe Meadow ,IE,IE,1999,m,Top Honcho *,Charleys Meadow,13,27,48%,13,5,2,510 m,http://www.greyhound-data.com/d?i=74895
2001,41,Olyadne ,IE,IE,1999,f,Arrigle Buddy,Droopys Trisha,13,29,44%,13,5,6,492 m,http://www.greyhound-data.com/d?i=272918
2001,43,Metric Tiger ,IE,IE,1999,m,Smooth Rumble *,Metric Melba,13,30,43%,13,3,6,672 m,http://www.greyhound-data.com/d?i=147584
2001,44,Mickos Leader ,IE,IU,1999,m,Highway Leader,Mickos Swan,13,31,41%,13,8,1,261 m,http://www.greyhound-data.com/d?i=258965
2001,45,El Zita ,UK,IE,1999,f,Lassa Java,Bellingham Rosi,13,31,41%,13,10,3,468 m,http://www.greyhound-data.com/d?i=279126
2001,47,Droopys Rhys ,IE,UK,1999,m,Jamaican Hero,High Knight,13,34,38%,13,7,7,542 m,http://www.greyhound-data.com/d?i=65326
2001,50,Whitefort Frazer ,IE,IE,1999,m,Staplers Jo,Brown Dot,12,19,63%,12,3,2,480 m,http://www.greyhound-data.com/d?i=292527
2001,51,Frisby Folly ,IE,UK,1999,f,Toms the Best,Frisby Fanfare,12,22,54%,12,2,2,592 m,http://www.greyhound-data.com/d?i=257929
2001,52,Maui Magic ,IE,IE,1999,m,Iceni Regent *,Miss Kegan,12,22,54%,12,5,0,666 m,http://www.greyhound-data.com/d?i=257849
2001,53,Monksland Spring ,IE,IE,1999,m,Spring Gamble,Monksland Major,12,23,52%,12,6,2,353 m,http://www.greyhound-data.com/d?i=385935
2001,54,Star of Texas * ,IE,DK,1999,m,Thorgil Tex *,Shes Out Again,12,24,50%,12,6,2,449 m,http://www.greyhound-data.com/d?i=262471
2001,55,Doc Burns ,IE,UK,1999,m,Top Honcho *,Fly Venue,12,24,50%,12,5,3,679 m,http://www.greyhound-data.com/d?i=62547
2001,56,Kegans Flyer ,IE,IE,1999,m,Iceni Regent *,Miss Kegan,12,25,48%,12,6,2,631 m,http://www.greyhound-data.com/d?i=120188
2001,58,Borna Return ,UK,IE,1999,m,Smooth Rumble *,Cheeky Gypsy,12,27,44%,12,6,2,476 m,http://www.greyhound-data.com/d?i=262150
2001,61,Hollinwood Chief ,IU,IU,1999,m,Night Trooper,Hollinwood Major,12,32,37%,12,7,3,443 m,http://www.greyhound-data.com/d?i=101818
2001,62,Almost Deadly ,IE,IE,1999,f,Bonus Prince,Almost Amazing,12,32,37%,12,9,7,520 m,http://www.greyhound-data.com/d?i=3911
2001,64,Top Prop ,IE,IE,1999,m,Top Honcho *,Security Special,12,37,32%,12,6,9,611 m,http://www.greyhound-data.com/d?i=237227
2001,67,Little Sireco ,IE,IE,1999,m,Top Honcho *,Lady Rawley,11,22,50%,11,4,3,350 m,http://www.greyhound-data.com/d?i=135085
2001,68,Killeacle Phoebe ,IE,IE,1999,f,Smooth Rumble *,Blonde Returns,11,22,50%,11,4,5,729 m,http://www.greyhound-data.com/d?i=122527
2001,69,Bold Mossy * ,IE,AR,1999,m,Larkhill Jo,Annies Bullet,11,24,45%,11,4,3,473 m,http://www.greyhound-data.com/d?i=26826
2001,70,Chartwell Dubh ,IE,IE,1999,m,Spiral Nikita,Data Lass,11,24,45%,11,3,4,488 m,http://www.greyhound-data.com/d?i=258211
2001,71,Form of Magic ,UK,IE,1999,m,Iceni Regent *,Clodeen Magic,11,25,44%,11,7,3,582 m,http://www.greyhound-data.com/d?i=270220
2001,72,Shantum Gamble ,IE,IE,1999,m,Spring Gamble,Shantum Snoopy,11,25,44%,11,1,4,490 m,http://www.greyhound-data.com/d?i=330570
2001,74,Laka Sand ,IE,IE,1999,f,Slaneyside Well,Laka Fawn,11,26,42%,11,5,5,494 m,http://www.greyhound-data.com/d?i=258225
2001,78,Droopys Edward ,IE,IE,1999,m,Come On Ranger,Droopys Chloe,11,29,37%,11,4,6,600 m,http://www.greyhound-data.com/d?i=65247
2001,79,Frisby Fassan ,IE,UK,1999,m,Some Picture,Mammys Nightmare,11,32,34%,11,10,3,574 m,http://www.greyhound-data.com/d?i=261030
2001,80,Speedy Honcho ,IE,IE,1999,m,Top Honcho *,Dartfield Lass,11,36,30%,11,5,4,482 m,http://www.greyhound-data.com/d?i=258971
2001,81,Coolagorna Glory ,IE,IE,1999,m,Top Honcho *,Rathmoy Raver,11,38,28%,11,8,9,481 m,http://www.greyhound-data.com/d?i=48897
2001,86,Premier County ,IE,IE,1999,m,Vintage Prince,Wise Plan,10,20,50%,10,3,1,493 m,http://www.greyhound-data.com/d?i=182092
2001,87,Haste Ye Back ,IE,IE,1999,m,Broadway Johnny,Broadway Kate,10,21,47%,10,4,3,509 m,http://www.greyhound-data.com/d?i=287707
2001,88,Fast Fit Spikita ,IE,IE,1999,m,Spiral Nikita,Lady Rushmore,10,21,47%,10,1,2,503 m,http://www.greyhound-data.com/d?i=262131
2001,89,Malbay Trustee ,IE,IE,1999,m,Staplers Jo,Malbay Penny,10,21,47%,10,3,1,490 m,http://www.greyhound-data.com/d?i=142310
2001,91,Davdor Dixie ,IE,IE,1999,m,Top Honcho *,Davdor Diva,10,23,43%,10,0,2,484 m,http://www.greyhound-data.com/d?i=257917
2001,93,Townspark Prince ,IE,IE,1999,m,Vintage Prince,Martinstown Lady,10,25,40%,10,4,5,482 m,http://www.greyhound-data.com/d?i=238026
2001,97,Slick Tom ,UK,IU,1999,m,Toms the Best,Slick Mel,10,31,32%,10,9,4,622 m,http://www.greyhound-data.com/d?i=214055
2001,98,Meadow Dew Gold ,IE,IE,1999,m,Come On Ranger,Black Ash Pond,10,32,31%,10,3,5,338 m,http://www.greyhound-data.com/d?i=279644
2002,83,Nantucket Jacko ,IE,IE,1997,m,Joyful Tidings,Ferndale Class,14,40,35%,14,7,4,480 m,http://www.greyhound-data.com/d?i=161389
2002,1,Rossa Ranger ,IE,IE,1998,m,Come On Ranger,Emmerdale Pine,31,42,73%,31,1,5,409 m,http://www.greyhound-data.com/d?i=197959
2002,4,Governors Boy ,IE,IE,1998,m,Spiral Nikita,Dessies Pride,22,39,56%,22,3,7,435 m,http://www.greyhound-data.com/d?i=309286
2002,10,So Breezy ,IE,IE,1998,m,Polnoon Chief,Too Breezy,20,48,41%,20,12,8,480 m,http://www.greyhound-data.com/d?i=216243
2002,23,Barton Wade ,IU,IU,1998,m,Deenside Dean,Annfield Lass,17,29,58%,17,7,3,409 m,http://www.greyhound-data.com/d?i=15666
2002,40,Torchy Boy ,IE,IE,1998,m,Joyful Tidings,Right Side Of,16,48,33%,16,3,10,447 m,http://www.greyhound-data.com/d?i=237430
2002,41,Sabre Prince ,IE,IE,1998,m,Thorgil Tex *,Country Stream,16,58,27%,16,6,12,463 m,http://www.greyhound-data.com/d?i=379024
2002,66,Druids Supremo ,IE,IE,1998,m,Some Picture,Druids Ellymay,15,59,25%,15,9,15,579 m,http://www.greyhound-data.com/d?i=65493
2002,68,Betonemillion ,IE,IE,1998,f,Moaning Lad,Metric Jewel,15,70,21%,15,9,14,480 m,http://www.greyhound-data.com/d?i=323584
2002,2,Patriot Man ,IE,IE,1999,m,Larkhill Jo,Merry Bluebell,27,46,58%,27,8,4,545 m,http://www.greyhound-data.com/d?i=279639
2002,3,El Ronan ,IE,IE,1999,m,Staplers Jo,Freds Flame,22,36,61%,22,5,4,450 m,http://www.greyhound-data.com/d?i=70617
2002,5,Ballyvorda Class ,IE,IE,1999,m,No Road Back,Group Class,21,41,51%,21,12,3,460 m,http://www.greyhound-data.com/d?i=337866
2002,6,Blue Gooner ,IE,UK,1999,m,Staplers Jo,Code Dancer,21,44,47%,21,11,6,443 m,http://www.greyhound-data.com/d?i=24701
2002,7,Lockup Firedice ,IE,IE,1999,m,Cushie Draco,Cushie Flair,21,50,42%,21,11,6,461 m,http://www.greyhound-data.com/d?i=344392
2002,8,Tingle Sal ,IE,UK,1999,f,Vintage Prince,Crefogue Tingle,21,56,37%,21,4,9,480 m,http://www.greyhound-data.com/d?i=348851
2002,9,Knockaun Joker ,IE,IE,1999,f,Deenside Joker,Gaytime Steffi,20,35,57%,20,9,3,725 m,http://www.greyhound-data.com/d?i=257993
2002,13,Rapid Best ,IE,IE,1999,m,Iceni Regent *,Best of Noir,19,35,54%,19,4,5,629 m,http://www.greyhound-data.com/d?i=280647
2002,14,Jimmys Song ,IE,IE,1999,m,Vintage Prince,Gunboat Sally,19,59,32%,19,9,8,275 m,http://www.greyhound-data.com/d?i=378318
2002,15,Kilcooney Curate ,IE,IE,1999,m,Spiral Nikita,Kilcooney Lace,19,59,32%,19,16,14,480 m,http://www.greyhound-data.com/d?i=378365
2002,16,Mega Delight ,IE,IE,1999,f,Smooth Rumble *,Knockeevan Joy,18,25,72%,18,0,1,586 m,http://www.greyhound-data.com/d?i=269133
2002,17,Top Power ,UK,IE,1999,f,Top Honcho *,Able Ivy,18,31,58%,18,10,0,556 m,http://www.greyhound-data.com/d?i=309735
2002,19,Dinny Joe ,IE,UK,1999,m,Staplers Jo,Collbawn,18,42,42%,18,6,7,366 m,http://www.greyhound-data.com/d?i=377872
2002,20,Blue Mosel ,UK,IE,1999,m,Westmead Merlin,Hannahs a Rascal,18,59,30%,18,16,11,657 m,http://www.greyhound-data.com/d?i=291640
2002,21,Form of Magic ,UK,IE,1999,m,Iceni Regent *,Clodeen Magic,17,27,62%,17,4,4,672 m,http://www.greyhound-data.com/d?i=270220
2002,24,Stoney Lady ,IE,IE,1999,f,Toms the Best,Frisby Fanfare,17,34,50%,17,8,3,719 m,http://www.greyhound-data.com/d?i=223034
2002,25,Frisby Fassan ,IE,UK,1999,m,Some Picture,Mammys Nightmare,17,37,45%,17,7,5,617 m,http://www.greyhound-data.com/d?i=261030
2002,26,Dan the Slippy ,IE,IE,1999,m,Sir Grand,Castleroad Chin,17,39,43%,17,7,4,475 m,http://www.greyhound-data.com/d?i=340185
2002,27,Micklyns Major ,IU,IU,1999,m,Russian Fox,Narabane Pet,17,41,41%,17,7,5,420 m,http://www.greyhound-data.com/d?i=344744
2002,29,Hes Like Trouble ,IE,IE,1999,m,He Knows,Newry Beo,17,53,32%,17,12,11,477 m,http://www.greyhound-data.com/d?i=259351
2002,30,Smart Town Lad ,IE,UK,1999,m,He Knows,Milltown Blossom,17,56,30%,17,9,9,554 m,http://www.greyhound-data.com/d?i=260243
2002,32,Lavender Prince ,IE,IE,1999,m,Come On Ranger,Droopys Juliet,16,33,48%,16,7,4,394 m,http://www.greyhound-data.com/d?i=284262
2002,33,Blue Boomer ,IE,IE,1999,m,Smooth Rumble *,Daleys Heartrob,16,35,45%,16,6,4,636 m,http://www.greyhound-data.com/d?i=294831
2002,34,Serious Dog ,IE,UK,1999,m,Top Honcho *,Fly Venue,16,35,45%,16,4,3,738 m,http://www.greyhound-data.com/d?i=206656
2002,38,Glencroft Jo ,IE,IE,1999,m,Staplers Jo,Elegant Eleanor,16,38,42%,16,8,4,272 m,http://www.greyhound-data.com/d?i=326827
2002,42,Mark One ,IE,IE,1999,m,Thorgil Tex *,Cool Heart,16,65,24%,16,9,16,480 m,http://www.greyhound-data.com/d?i=344601
2002,44,Droopys Rhys ,IE,UK,1999,m,Jamaican Hero,High Knight,15,24,62%,15,3,4,513 m,http://www.greyhound-data.com/d?i=65326
2002,45,Aranock Lance ,IE,IE,1999,m,Trade Official,Aranock Girl,15,26,57%,15,4,2,466 m,http://www.greyhound-data.com/d?i=281709
2002,49,Leitrim Gold ,IE,UK,1999,m,Redwood Gold,Leitrim Mandy,15,36,41%,15,10,6,483 m,http://www.greyhound-data.com/d?i=344220
2002,50,No Response ,IE,IE,1999,m,Top Honcho *,Sligo Jill,15,36,41%,15,9,6,609 m,http://www.greyhound-data.com/d?i=261636
2002,52,Jamie Frankie ,IE,IE,1999,m,Smooth Rumble *,Heres Steppie,15,37,40%,15,6,3,614 m,http://www.greyhound-data.com/d?i=342546
2002,53,Simply Supreme ,IE,IE,1999,m,Beaming Supreme,Aries Rose,15,38,39%,15,6,9,498 m,http://www.greyhound-data.com/d?i=269315
2002,55,Dunbarton Cross ,IE,UK,1999,m,Toms the Best,Dunbarton Legend,15,40,37%,15,8,7,630 m,http://www.greyhound-data.com/d?i=279326
2002,56,Kildare King ,IE,IE,1999,m,Saradeb,Katie Kildare,15,42,35%,15,8,7,480 m,http://www.greyhound-data.com/d?i=343622
2002,57,Springwood Coach ,IE,UK,1999,m,Citizen Rascal,Corpo Election,15,42,35%,15,6,8,405 m,http://www.greyhound-data.com/d?i=257923
2002,58,Corelish Cruiser ,IE,IE,1999,m,Magnetic Mist,Tally Ho Action,15,44,34%,15,11,9,495 m,http://www.greyhound-data.com/d?i=50032
2002,59,Commons Princess ,IE,IE,1999,f,Vintage Prince,Lisas Starlet,15,46,32%,15,7,9,616 m,http://www.greyhound-data.com/d?i=339898
2002,61,Rawston Rambler ,IU,IU,1999,m,August Twenty,Van Tessa,15,49,30%,15,3,7,481 m,http://www.greyhound-data.com/d?i=328634
2002,63,Kymar Storm ,IU,IU,1999,f,Mustang Jack,Restless Ways II,15,50,30%,15,9,9,462 m,http://www.greyhound-data.com/d?i=343805
2002,64,Mays Desire ,UK,UK,1999,f,Doyou Getit,Carloway Poser,15,50,30%,15,5,10,480 m,http://www.greyhound-data.com/d?i=393935
2002,65,Never a Star ,UK,UK,1999,m,Star Stroke,Never Wished,15,55,27%,15,16,16,480 m,http://www.greyhound-data.com/d?i=394103
2002,67,Bluecat Betty ,IE,IE,1999,f,I'm His,Snow Whisper,15,60,25%,15,14,17,480 m,http://www.greyhound-data.com/d?i=267090
2002,69,Salems Safia ,IE,IE,1999,f,Toms the Best,Elbony Sapphire,15,71,21%,15,13,12,480 m,http://www.greyhound-data.com/d?i=328934
2002,70,Binkys Lollipop ,IE,IE,1999,m,Pepes Dilemma *,Gold Cheeta,15,74,20%,15,10,13,480 m,http://www.greyhound-data.com/d?i=338333
2002,71,Keereen Owl ,IE,IE,1999,m,Toms the Best,Keereen Dove,15,75,20%,15,21,9,480 m,http://www.greyhound-data.com/d?i=343561
2002,72,Occhi Gialli ,UK,IE,1999,m,Roanokee *,Lydpal Cassie,14,25,56%,14,4,0,454 m,http://www.greyhound-data.com/d?i=342838
2002,73,Derrybeg Tiger ,IE,IE,1999,m,Smooth Rumble *,Daleys Heartrob,14,29,48%,14,2,5,663 m,http://www.greyhound-data.com/d?i=360284
2002,75,Flipinthebird ,IE,IE,1999,m,Staplers Jo,Untidy Ann,14,33,42%,14,5,3,384 m,http://www.greyhound-data.com/d?i=341153
2002,76,Lady Firefighter ,IE,UK,1999,f,Doyou Getit,Haughty Lady,14,34,41%,14,9,1,538 m,http://www.greyhound-data.com/d?i=276930
2002,77,Smokey Wonder ,IE,UK,1999,f,Arrigle Buddy,Smokey Maeve,14,36,38%,14,10,3,465 m,http://www.greyhound-data.com/d?i=215414
2002,84,Kenny No Name ,IU,IU,1999,m,Fosse Way,Built Like Moll,14,40,35%,14,9,5,450 m,http://www.greyhound-data.com/d?i=343577
2002,86,El Azzurra ,UK,IE,1999,f,Toms the Best,Oakfront Star,14,41,34%,14,9,6,552 m,http://www.greyhound-data.com/d?i=309734
2002,89,Cathy Come Home ,IU,IU,1999,f,Doyou Getit,Carloway Poser,14,46,30%,14,17,7,480 m,http://www.greyhound-data.com/d?i=324210
2002,91,Pulitzer Prize ,IE,IE,1999,m,Vintage Prince,Manners Please,14,49,28%,14,8,13,480 m,http://www.greyhound-data.com/d?i=477485
2002,92,Shanks Prince ,IE,IE,1999,m,Bonus Prince,Shawshank Lady,14,49,28%,14,9,7,485 m,http://www.greyhound-data.com/d?i=347536
2002,93,Teddington Peer ,IU,IU,1999,m,Mountleader Peer,Game Jewel,14,52,26%,14,7,10,562 m,http://www.greyhound-data.com/d?i=348663
2002,96,Derwent Flash ,IE,IE,1999,m,Toms the Best,Lovely Sian,14,61,22%,14,8,11,400 m,http://www.greyhound-data.com/d?i=377854
2002,97,Linkvue Lass ,IE,IE,1999,f,Mustang Jack,Diamond Baby,14,62,22%,14,7,13,518 m,http://www.greyhound-data.com/d?i=378495
2002,98,Clune Clover ,IU,IU,1999,f,Murlens Link,Rathduff Jolene,14,62,22%,14,11,12,480 m,http://www.greyhound-data.com/d?i=377696
2002,100,Kiltrea Eve ,IE,IE,1999,f,Minnies Phantom,Kiltrea Folly,14,71,19%,14,11,13,480 m,http://www.greyhound-data.com/d?i=343681
2002,11,Palacemews Lad ,IE,IE,2000,m,Roanokee *,Lisnak Slippy,20,60,33%,20,15,7,493 m,http://www.greyhound-data.com/d?i=388422
2002,12,Bomber Graham ,IE,IE,2000,m,Top Honcho *,Faultless Quest,19,32,59%,19,7,2,457 m,http://www.greyhound-data.com/d?i=411067
2002,18,Oklahoma Gold ,IE,IE,2000,m,Roanokee *,Lisnak Slippy,18,35,51%,18,9,2,311 m,http://www.greyhound-data.com/d?i=287917
2002,22,Tippums Spot ,IE,IE,2000,m,Spoonbill Snowey,Bazile Slippy,17,29,58%,17,6,3,469 m,http://www.greyhound-data.com/d?i=348862
2002,28,Code Harts ,IE,UK,2000,m,Droopys Merson,Lisnakill Vicki,17,52,32%,17,14,8,700 m,http://www.greyhound-data.com/d?i=313561
2002,31,Jumbos Jet ,IU,IU,2000,f,Roanokee *,Capricorn Jumbo,17,73,23%,17,20,5,481 m,http://www.greyhound-data.com/d?i=342695
2002,35,Distant Light ,IE,IE,2000,m,Prince of Tinrah,Feale View,16,36,44%,16,8,5,438 m,http://www.greyhound-data.com/d?i=411584
2002,36,Springwell Scar ,IE,IE,2000,m,Split the Bill *,Springwell Spice,16,36,44%,16,8,1,344 m,http://www.greyhound-data.com/d?i=420951
