Year,Rank,Name,Birthland,Standingland,Birthyear,Sex,Sire,Dam,Wins,Races,WinPercent,1st,2nd,3rd,WinDistance,Link
2005,71,Forthill Mist ,IE,UK,2002,f,Bionic Prospect *,Wellpad Snow,14,33,42%,14,4,5,500 m,http://www.greyhound-data.com/d?i=967813
2005,75,Bells Top Rumble ,UK,UK,2002,m,Smooth Rumble *,Carrowkeal Belle,14,36,38%,14,9,5,518 m,http://www.greyhound-data.com/d?i=567845
2005,77,Flame of Hope ,IE,UK,2002,m,Droopys Woods,Droopys Sheila,14,39,35%,14,10,4,409 m,http://www.greyhound-data.com/d?i=688291
2005,78,Davids Best Mate ,IE,UK,2002,m,Roanokee *,Big Girl Thanks,14,39,35%,14,9,4,428 m,http://www.greyhound-data.com/d?i=980299
2005,84,Harvey Is Back ,IU,UK,2002,m,Harvey Six Foot,Capricorn Jumbo,14,45,31%,14,13,10,541 m,http://www.greyhound-data.com/d?i=906026
2005,90,Santa Swift ,IE,IE,2002,m,Roanokee *,Droopys Cathy,14,50,28%,14,2,6,480 m,http://www.greyhound-data.com/d?i=896513
2005,95,Micks Tipp ,IE,UK,2002,m,Jamella Prince *,Tracys Appleoney,14,53,26%,14,9,3,451 m,http://www.greyhound-data.com/d?i=998410
2005,97,Rathaspeck Maid ,IE,IE,2002,f,Honcho Classic *,Slick Jewel,14,58,24%,14,9,10,477 m,http://www.greyhound-data.com/d?i=621467
2005,100,Clune Jazz ,IU,UK,2002,f,Hotshow Ben *,Strand Queen,14,61,22%,14,14,12,480 m,http://www.greyhound-data.com/d?i=951330
2005,8,Fear No One ,IE,UK,2003,m,Toms the Best,Step and Go,19,32,59%,19,5,5,426 m,http://www.greyhound-data.com/d?i=1040190
2005,9,Shelbourne Nina ,IE,UK,2003,f,Knockeevan Star,Expert View,19,35,54%,19,3,5,488 m,http://www.greyhound-data.com/d?i=1083013
2005,12,Barwise Magic ,IU,UK,2003,m,Droopys Honcho,Quare Decision,19,48,39%,19,6,4,450 m,http://www.greyhound-data.com/d?i=1025145
2005,13,Westmead Hawk ,UK,IE,2003,m,Sonic Flight,Mega Delight,18,29,62%,18,7,3,509 m,http://www.greyhound-data.com/d?i=1017501
2005,15,Tinrah Lad ,IE,UK,2003,m,Jamella Prince *,Bonnie Tinrah,18,38,47%,18,10,5,673 m,http://www.greyhound-data.com/d?i=911775
2005,25,Heart Rumble * ,IE,US,2003,m,Smooth Rumble *,Beaming Heart,17,40,42%,17,9,4,575 m,http://www.greyhound-data.com/d?i=980015
2005,26,Ashville Katie ,IE,IE,2003,f,Daves Mentor *,Liscahane Fancy,17,40,42%,17,4,5,486 m,http://www.greyhound-data.com/d?i=1006887
2005,30,Soprano Flyer ,IE,UK,2003,m,Toms the Best,Step and Go,17,47,36%,17,7,8,423 m,http://www.greyhound-data.com/d?i=1077551
2005,33,Fear Me ,IE,UK,2003,m,No Tail Told,Femme Fatale,16,22,72%,16,3,0,489 m,http://www.greyhound-data.com/d?i=1126322
2005,35,Betathan Pebbles ,IE,UK,2003,f,Toms the Best,Suirside Lass,16,32,50%,16,5,7,854 m,http://www.greyhound-data.com/d?i=1119023
2005,37,Drumwood Rebel ,IE,IE,2003,m,Moyne Rebel,Rimram Lady,16,45,35%,16,9,7,428 m,http://www.greyhound-data.com/d?i=1016007
2005,38,Tinopener ,IE,UK,2003,m,Larkhill Jo,Sinners Envy,16,49,32%,16,12,9,544 m,http://www.greyhound-data.com/d?i=1025065
2005,39,Starry Boy ,UK,UK,2003,m,Dutchy's Angel *,Get It Wit,16,51,31%,16,2,9,468 m,http://www.greyhound-data.com/d?i=1015451
2005,40,Razzle Dazzler ,IU,UK,2003,m,Brookside Bear *,Borna Princess,16,54,29%,16,7,9,480 m,http://www.greyhound-data.com/d?i=1083022
2005,41,Starry Angel ,UK,UK,2003,m,Dutchy's Angel *,Get It Wit,16,60,26%,16,5,11,480 m,http://www.greyhound-data.com/d?i=1015452
2005,42,Zigzag Dutchy ,UK,UK,2003,m,Dutchy's Angel *,Zigzag Bullet,15,21,71%,15,2,2,479 m,http://www.greyhound-data.com/d?i=1077378
2005,44,Cong Rock ,IE,UK,2003,m,Droopys Kewell,Congs Magic,15,36,41%,15,6,3,460 m,http://www.greyhound-data.com/d?i=1087592
2005,50,Hurling Girl ,UK,UK,2003,f,Dutchy's Angel *,Wath Cha Cha,15,42,35%,15,6,11,593 m,http://www.greyhound-data.com/d?i=1040233
2005,51,Transform Ted ,IU,UK,2003,m,Mean Bean,Charlottes Tip,15,42,35%,15,11,4,480 m,http://www.greyhound-data.com/d?i=1079360
2005,52,Shaunas Wish ,IE,UK,2003,f,Droopys Vieri,Phoenix Kit,15,42,35%,15,8,7,443 m,http://www.greyhound-data.com/d?i=1087382
2005,53,Irremore Ranger ,IE,IE,2003,m,Torbal Piper,Highway Lady,15,43,34%,15,8,6,503 m,http://www.greyhound-data.com/d?i=979955
2005,58,Spirithill Jack ,IU,UK,2003,m,Jamaican Hero,Bunatern Lady,15,52,28%,15,13,4,480 m,http://www.greyhound-data.com/d?i=1078862
2005,60,Can You Digit ,IE,IE,2003,m,Toolibuk *,Rahard Rebeccah,15,58,25%,15,13,11,480 m,http://www.greyhound-data.com/d?i=1035772
2005,61,Mars Encounter ,IU,UK,2003,m,El Premier,Ghostly Maiden,15,60,25%,15,7,11,400 m,http://www.greyhound-data.com/d?i=1040166
2005,63,Dead Set ,SE,IE,2003,f,Real Revenge *,Miss Muggins,14,27,51%,14,6,2,494 m,http://www.greyhound-data.com/d?i=586651
2005,64,Benjey ,IE,IE,2003,m,Hotshow Ben *,Hare Star,14,30,46%,14,7,5,289 m,http://www.greyhound-data.com/d?i=1099216
2005,67,High City Sinead ,IE,UK,2003,f,Sineads Slaney,High City Ban,14,31,45%,14,4,5,474 m,http://www.greyhound-data.com/d?i=950094
2005,70,Bourne Again ,IE,UK,2003,m,Hondo Black *,Cute Hostess,14,33,42%,14,6,3,431 m,http://www.greyhound-data.com/d?i=1079385
2005,72,Fongs Fortune ,IE,UK,2003,m,Fortune Mike,Garranboy Gold,14,33,42%,14,6,2,480 m,http://www.greyhound-data.com/d?i=1079705
2005,73,Fabulous Sophie ,IE,UK,2003,f,Smooth Rumble *,Penny Eye,14,35,40%,14,11,4,630 m,http://www.greyhound-data.com/d?i=1078986
2005,74,Drominboy Jet ,IE,UK,2003,m,Kilmessan Jet,Minshull Mona,14,35,40%,14,6,2,593 m,http://www.greyhound-data.com/d?i=997303
2005,79,Paddock Singer ,IE,UK,2003,m,Roanokee *,Paddock Lady,14,40,35%,14,7,8,285 m,http://www.greyhound-data.com/d?i=1093029
2005,80,Get On Blackie ,IE,IE,2003,m,Droopys Woods,Mrs Bishop,14,42,33%,14,11,5,461 m,http://www.greyhound-data.com/d?i=1023512
2005,81,Final Venture ,IE,UK,2003,m,Joes Venture,Violets Princess,14,43,32%,14,1,1,453 m,http://www.greyhound-data.com/d?i=1025204
2005,82,Atina Lady ,IE,UK,2003,f,Droopys Kewell,Doonakenna Lady,14,44,31%,14,4,10,500 m,http://www.greyhound-data.com/d?i=1081736
2005,85,Highview Silver ,IE,IE,2003,f,Nervous Paddy,Dream Account,14,45,31%,14,9,4,425 m,http://www.greyhound-data.com/d?i=1023444
2005,87,Newlawn Vivo ,IE,UK,2003,f,Top Honcho *,Newlawn Holly,14,48,29%,14,9,12,460 m,http://www.greyhound-data.com/d?i=1025652
2005,89,Stepaside Champ ,UK,UK,2003,m,El Premier,Ballymac Babe,14,49,28%,14,7,7,500 m,http://www.greyhound-data.com/d?i=1033083
2005,91,Happy Chappie ,IU,UK,2003,m,Pure Patches,Lady Toff,14,50,28%,14,8,7,380 m,http://www.greyhound-data.com/d?i=1025403
2005,92,Bakers Bridget ,IU,UK,2003,f,Moyne Rebel,Proud Fancy,14,50,28%,14,9,7,480 m,http://www.greyhound-data.com/d?i=1040334
2005,93,Billie Taylor ,IU,UK,2003,f,Droopys Rhys,Minnies Gem,14,51,27%,14,7,5,465 m,http://www.greyhound-data.com/d?i=1079189
2005,94,Next Spring ,UK,UK,2003,m,Cool Performance,Spring to Glory,14,51,27%,14,3,6,480 m,http://www.greyhound-data.com/d?i=1096569
2005,98,Michaela Flash ,IE,IE,2003,f,Toms the Best,Gunsboro Square,14,60,23%,14,12,6,480 m,http://www.greyhound-data.com/d?i=1035564
2005,99,Frisby Figi ,IE,UK,2003,m,Spiral Nikita,Frisby Fashion,14,61,22%,14,11,17,550 m,http://www.greyhound-data.com/d?i=1025021
2005,32,Otago Breeze ,UK,,2002,m,So Breezy,Dealers Lass,17,54,31%,17,19,9,513 m,http://www.greyhound-data.com/d?i=908326
2005,59,Bright Prospect ,UK,,2002,m,Droopys Vieri,Druids Picture,15,57,26%,15,11,15,402 m,http://www.greyhound-data.com/d?i=703593
2005,83,Bondi Sally ,UK,,2002,f,Harsu Super,Double Champs,14,45,31%,14,7,12,480 m,http://www.greyhound-data.com/d?i=576372
2005,86,Prince Sadler ,IE,,2003,m,Jamella Prince *,Sadlers Return,14,47,29%,14,9,4,501 m,http://www.greyhound-data.com/d?i=967494
2006,10,Taipan ,IE,UK,2002,m,Kiowa Shawnee So *,Rookery Lady,18,34,52%,18,3,7,496 m,http://www.greyhound-data.com/d?i=894578
2006,18,Seomra Rock ,IE,UK,2002,m,Trade Official,Seomra Cheeky,17,37,45%,17,8,3,417 m,http://www.greyhound-data.com/d?i=888009
2006,29,Caloona Striker ,UK,UK,2002,m,Toms the Best,Caloona Move,16,29,55%,16,4,6,699 m,http://www.greyhound-data.com/d?i=510605
2006,35,Star of Dromin ,IE,UK,2002,f,Band of Stars *,Blondie White,15,20,75%,15,4,1,775 m,http://www.greyhound-data.com/d?i=889484
2006,59,Dods Goliath ,IE,UK,2002,m,Droopys Kewell,Minimum Wage,15,48,31%,15,5,9,415 m,http://www.greyhound-data.com/d?i=1040370
2006,64,Greenacre Lin ,IE,UK,2002,f,Top Honcho *,First to Return,14,24,58%,14,4,5,701 m,http://www.greyhound-data.com/d?i=657923
2006,67,Ningbo Jack ,IE,AU,2002,m,Honcho Classic *,Pennys Spotlight,14,31,45%,14,10,2,283 m,http://www.greyhound-data.com/d?i=888462
2006,83,Strong Flow ,IE,IE,2002,m,Spiral Nikita,Noriba,14,41,34%,14,6,9,477 m,http://www.greyhound-data.com/d?i=897079
2006,84,Magical Chloe ,IU,UK,2002,f,Droopys Zidane,Magical Guest,14,41,34%,14,7,7,655 m,http://www.greyhound-data.com/d?i=760993
2006,90,Dinner Guest ,IE,IE,2002,m,Smooth Rumble *,Dinner Jacket,14,45,31%,14,7,5,480 m,http://www.greyhound-data.com/d?i=890530
2006,96,Wonder Arrow ,IE,IE,2002,m,Smooth Rumble *,Ridgedale Arrow,14,54,25%,14,10,11,480 m,http://www.greyhound-data.com/d?i=896249
2006,1,Shelbourne Becky ,IE,IE,2003,f,Spiral Nikita,Shanless Rose,21,35,60%,21,7,2,486 m,http://www.greyhound-data.com/d?i=1109817
2006,2,Newlawn Gift ,IE,IE,2003,m,Larkhill Jo,Newlawn Atlantic,21,67,31%,21,14,13,558 m,http://www.greyhound-data.com/d?i=1081118
2006,4,Newlawn Tiger ,IE,IE,2003,m,Larkhill Jo,Newlawn Holly,20,43,46%,20,7,5,390 m,http://www.greyhound-data.com/d?i=1159582
2006,5,Lenson Ace ,IE,UK,2003,m,Judicial Pride,Any Time Soon,20,44,45%,20,11,3,286 m,http://www.greyhound-data.com/d?i=1048515
2006,12,Dods Delight ,IE,UK,2003,m,Larkhill Jo,Rockmount Hazel,18,35,51%,18,8,3,691 m,http://www.greyhound-data.com/d?i=1032941
2006,20,Cairdeas ,IE,UK,2003,f,Droopys Kewell,Dysert Diva,17,43,39%,17,7,5,508 m,http://www.greyhound-data.com/d?i=1081121
2006,22,Sicamous ,IU,UK,2003,f,Business Success,Hidden Reward,17,49,34%,17,12,7,480 m,http://www.greyhound-data.com/d?i=1164602
2006,24,Urla Club ,IE,UK,2003,m,Mountaylor Club,Nice Gift,17,56,30%,17,15,6,500 m,http://www.greyhound-data.com/d?i=1093954
2006,25,Hey Bonnie ,IU,UK,2003,f,Micks Mystic,Shielbaggan Gold,17,56,30%,17,13,10,480 m,http://www.greyhound-data.com/d?i=1118775
2006,27,Propose Parker ,IE,UK,2003,m,Top Honcho *,Six With Rice,17,70,24%,17,17,12,400 m,http://www.greyhound-data.com/d?i=1040287
2006,30,Blakes Wonder ,IE,IE,2003,m,Droopys Vieri,Killeacle Phoebe,16,32,50%,16,7,1,510 m,http://www.greyhound-data.com/d?i=1084550
2006,31,Bombersgoinghome ,IE,IE,2003,m,Jamella Prince *,Glown Mist,16,40,40%,16,11,5,655 m,http://www.greyhound-data.com/d?i=1025585
2006,32,Noirs Josie ,IE,UK,2003,f,Droopys Kewell,Noirs Nora,16,47,34%,16,11,3,507 m,http://www.greyhound-data.com/d?i=1111143
2006,34,Gojonnygogogogo ,IU,UK,2003,m,Droopys Zidane,Frightful Quest,16,80,20%,16,15,20,480 m,http://www.greyhound-data.com/d?i=1124484
2006,39,Son of Phoebe ,IE,UK,2003,m,Droopys Vieri,Killeacle Phoebe,15,31,48%,15,5,4,531 m,http://www.greyhound-data.com/d?i=1084539
2006,40,Westmead Swift ,UK,UK,2003,f,Sonic Flight,Mega Delight,15,31,48%,15,5,4,631 m,http://www.greyhound-data.com/d?i=1020353
2006,41,Smithywood Mini ,IE,IE,2003,f,Daves Mentor *,Carnaross Mini,15,31,48%,15,4,4,309 m,http://www.greyhound-data.com/d?i=1104383
2006,44,Ronnies Callum ,IE,UK,2003,m,Knockeevan Major,Fine Fantasy,15,33,45%,15,6,5,475 m,http://www.greyhound-data.com/d?i=1119117
2006,45,Davdor Dashing ,IE,UK,2003,f,Droopys Kewell,Dysert Diva,15,34,44%,15,6,5,425 m,http://www.greyhound-data.com/d?i=1032917
2006,48,Leitrim Dawn ,IE,UK,2003,f,Pacific Mile *,Ferndale Vera,15,36,41%,15,6,2,441 m,http://www.greyhound-data.com/d?i=1156441
2006,49,Shelbourne Poopa ,IE,UK,2003,f,Kiowa Sweet Trey,Dalcash Eva,15,37,40%,15,7,5,487 m,http://www.greyhound-data.com/d?i=1087286
2006,52,Ronnies Hare ,IE,UK,2003,m,Hotshow Ben *,Hare Star,15,40,37%,15,6,7,252 m,http://www.greyhound-data.com/d?i=1209456
2006,53,Did She ,IE,UK,2003,f,Toms the Best,Has the Box,15,41,36%,15,7,12,667 m,http://www.greyhound-data.com/d?i=1087314
2006,54,Wheryabean ,UK,UK,2003,m,Mean Bean,Thats Your Lot,15,42,35%,15,8,5,380 m,http://www.greyhound-data.com/d?i=949746
2006,55,Rhincrew Simba ,IE,UK,2003,m,Daves Mentor *,Rhincrew Armada,15,44,34%,15,12,7,278 m,http://www.greyhound-data.com/d?i=1078614
2006,57,Marwood Merson ,IE,IE,2003,m,Droopys Merson,Gloun Spiral,15,46,32%,15,7,7,496 m,http://www.greyhound-data.com/d?i=1122339
2006,58,Blackmagic Guy ,IE,UK,2003,m,Top Honcho *,All Magic,15,47,31%,15,11,12,645 m,http://www.greyhound-data.com/d?i=1080601
2006,61,Soft Goal ,IE,IE,2003,m,Split the Bill *,First Goal,15,57,26%,15,14,10,490 m,http://www.greyhound-data.com/d?i=1085013
2006,62,Eli Quickdraw ,IE,IE,2003,m,Westpark Prince,Ballybrack Good,15,59,25%,15,4,10,450 m,http://www.greyhound-data.com/d?i=1081170
2006,63,Ougham Noble ,IE,IE,2003,m,Droopys Vieri,Ougham Bonny,14,23,60%,14,2,1,480 m,http://www.greyhound-data.com/d?i=1110667
2006,68,Ballymac Rooster ,IE,UK,2003,m,Roanokee *,Ballymac Pepes,14,32,43%,14,6,5,325 m,http://www.greyhound-data.com/d?i=1126824
2006,69,Tinrah Lad ,IE,UK,2003,m,Jamella Prince *,Bonnie Tinrah,14,32,43%,14,8,3,688 m,http://www.greyhound-data.com/d?i=911775
2006,70,January Tiger ,IE,NL,2003,m,Droopys Vieri,January Vixen,14,33,42%,14,6,3,557 m,http://www.greyhound-data.com/d?i=1023703
2006,74,Disco Stu ,IE,IE,2003,m,Top Honcho *,Spartikin,14,36,38%,14,5,5,415 m,http://www.greyhound-data.com/d?i=1123216
2006,76,Gift for Roisin ,IE,UK,2003,f,Fortune Mike,Email Dot Go,14,37,37%,14,8,6,420 m,http://www.greyhound-data.com/d?i=1144259
2006,77,Talavara Rambo ,IE,UK,2003,m,Honcho Classic *,Lesters Jo,14,38,36%,14,5,6,609 m,http://www.greyhound-data.com/d?i=1088102
2006,78,Bevs Girl ,IE,IE,2003,f,Honcho Classic *,Judys Decision,14,39,35%,14,7,6,433 m,http://www.greyhound-data.com/d?i=1135466
2006,79,Drimeen Dasher ,IE,IE,2003,m,Frisby Flashing,Clonmore Nikita,14,40,35%,14,8,9,480 m,http://www.greyhound-data.com/d?i=1102562
2006,80,Farloe Focus ,IE,IE,2003,m,Droopys Vieri,Woodford Sport,14,40,35%,14,10,5,486 m,http://www.greyhound-data.com/d?i=943405
2006,87,Tremendous ,IE,UK,2003,m,Jamella Prince *,Scirocco Dancer,14,41,34%,14,6,5,480 m,http://www.greyhound-data.com/d?i=1025115
2006,88,Heart Rumble * ,IE,US,2003,m,Smooth Rumble *,Beaming Heart,14,42,33%,14,8,7,568 m,http://www.greyhound-data.com/d?i=980015
2006,89,Mo Best ,IE,IE,2003,f,Toms the Best,Beechpark Move,14,45,31%,14,11,9,566 m,http://www.greyhound-data.com/d?i=1006733
2006,93,Machan Jack ,IE,IE,2003,m,Come On Lleyton *,O Learys Lass,14,48,29%,14,7,10,480 m,http://www.greyhound-data.com/d?i=1098766
2006,94,Best Mover ,IE,IE,2003,f,Toms the Best,Moving Sweetly,14,49,28%,14,11,10,592 m,http://www.greyhound-data.com/d?i=1138420
2006,95,Leitrim Greypuss ,IE,UK,2003,f,Split the Bill *,Ryefield Lauren,14,50,28%,14,13,8,492 m,http://www.greyhound-data.com/d?i=980117
2006,97,Pond Arthur ,IU,UK,2003,m,Honcho Classic *,Pond Imogen,14,56,25%,14,10,7,450 m,http://www.greyhound-data.com/d?i=1111570
2006,98,Merry Dancer ,IE,IE,2003,m,Shanless Park,Miss Daria,14,56,25%,14,11,10,480 m,http://www.greyhound-data.com/d?i=1134114
2006,99,Winnies Ferrari ,IE,IE,2003,m,Honcho Classic *,Winnies Star,14,57,24%,14,16,7,293 m,http://www.greyhound-data.com/d?i=1130118
2006,100,Your Dream Lady ,IE,IE,2003,f,Droopys Vieri,Shades of Raven,14,63,22%,14,7,12,450 m,http://www.greyhound-data.com/d?i=997547
2006,3,Geordie Parker ,UK,UK,2004,m,Brett Lee,Lydpal Louise,20,28,71%,20,1,3,472 m,http://www.greyhound-data.com/d?i=1155717
2006,6,Westmead Olivia ,UK,UK,2004,f,Larkhill Jo,Mega Delight,20,45,44%,20,14,7,590 m,http://www.greyhound-data.com/d?i=1124584
2006,7,Little Pleasure ,IE,UK,2004,m,Droopys Kewell,Little Dot Com,20,50,40%,20,11,1,240 m,http://www.greyhound-data.com/d?i=1186649
2006,8,Cobra Striking ,IE,UK,2004,m,Brett Lee,Miss Tetley,19,44,43%,19,10,5,464 m,http://www.greyhound-data.com/d?i=1137430
2006,9,Centaur Striker ,IU,PK,2004,m,Brett Lee,Murlens Chance,18,32,56%,18,5,4,386 m,http://www.greyhound-data.com/d?i=1214946
2006,11,Westmead Aoifa ,UK,IE,2004,f,Larkhill Jo,Mega Delight,18,35,51%,18,11,4,606 m,http://www.greyhound-data.com/d?i=1124585
2006,14,Blakes World ,IE,UK,2004,m,Blue Gooner,Killeacle Phoebe,18,42,42%,18,9,8,451 m,http://www.greyhound-data.com/d?i=1145060
2006,15,Montos Mark ,IE,UK,2004,m,Montos Carhumore,Montos Tricks,17,21,80%,17,0,1,361 m,http://www.greyhound-data.com/d?i=1223941
2006,16,Horseshoe Ping ,IE,UK,2004,m,Top Honcho *,Lucy May,17,30,56%,17,3,2,396 m,http://www.greyhound-data.com/d?i=1167781
2006,17,Well Tutored ,IU,IE,2004,m,Top Honcho *,Mossley Jo,17,32,53%,17,6,2,564 m,http://www.greyhound-data.com/d?i=1174560
2006,19,Romford Car Two ,IU,UK,2004,m,Premier County,Rosden Panda,17,37,45%,17,10,3,654 m,http://www.greyhound-data.com/d?i=1144281
2006,21,Marston Ruby ,IU,UK,2004,f,Ragga Yardy,Last Resort,17,48,35%,17,8,8,480 m,http://www.greyhound-data.com/d?i=1189748
2006,23,Alrita Lilac ,IE,UK,2004,f,Honcho Classic *,Egmont Tara,17,51,33%,17,16,6,616 m,http://www.greyhound-data.com/d?i=1164263
2006,26,San Diego Charly ,IU,UK,2004,m,Larkhill Jo,Monaghan Flyer,17,64,26%,17,11,7,497 m,http://www.greyhound-data.com/d?i=1169310
2006,28,Eye Onthe Veto ,IE,UK,2004,m,Kiowa Sweet Trey,Pennys Cloud,16,26,61%,16,3,2,511 m,http://www.greyhound-data.com/d?i=1223186
2006,33,Black Flippy ,IU,IE,2004,m,Honcho Classic *,Villamartin Lass,16,50,32%,16,8,10,515 m,http://www.greyhound-data.com/d?i=1123947
2006,36,Express Route ,IE,UK,2004,m,Honcho Classic *,Airport Express,15,24,62%,15,2,1,461 m,http://www.greyhound-data.com/d?i=1214488
2006,37,Calzaghe Frisby ,IE,IE,2004,m,Droopys Kewell,Droopys Beauty,15,27,55%,15,2,5,549 m,http://www.greyhound-data.com/d?i=1206081
2006,38,Rhyzome Wizard ,IE,UK,2004,m,Toms the Best,Shanroe Jewel,15,29,51%,15,2,4,493 m,http://www.greyhound-data.com/d?i=1138892
2006,42,Tyrur Lee ,IE,IE,2004,m,Brett Lee,Tyrur Dee,15,32,46%,15,4,1,492 m,http://www.greyhound-data.com/d?i=1187721
2006,43,Daisyfield Seani ,IU,UK,2004,f,Droopys Vieri,Previous,15,33,45%,15,6,3,641 m,http://www.greyhound-data.com/d?i=1164600
2006,46,Sandyhill Master ,IE,UK,2004,m,Droopys Vieri,Sandyhill Flash,15,35,42%,15,6,5,480 m,http://www.greyhound-data.com/d?i=1199565
2006,47,Snappy Girl ,IE,UK,2004,f,Hondo Black *,After Glory,15,35,42%,15,7,5,776 m,http://www.greyhound-data.com/d?i=1080628
2006,50,Debbies Choice ,IU,UK,2004,m,Droopys Vieri,Spring Phantom,15,38,39%,15,13,2,476 m,http://www.greyhound-data.com/d?i=1174069
2006,51,Ladywell Trick ,IU,UK,2004,m,Droopys Mint,Ladywell Girl,15,40,37%,15,6,4,295 m,http://www.greyhound-data.com/d?i=1188559
2006,56,Well Presented ,IE,UK,2004,m,Hondo Black *,Heartbreak High,15,46,32%,15,2,3,492 m,http://www.greyhound-data.com/d?i=1161669
2006,60,Pinetree Flo ,IU,UK,2004,f,Premier County,Pinetree Betty,15,50,30%,15,10,11,480 m,http://www.greyhound-data.com/d?i=1197650
2006,65,Crossleigh Pilot ,IE,IE,2004,m,Borna Pilot,Crossleigh Lark,14,26,53%,14,2,5,480 m,http://www.greyhound-data.com/d?i=1208178
2006,66,Delwood Senior ,UK,SE,2004,m,Brett Lee,Whitefort Tess,14,30,46%,14,3,3,461 m,http://www.greyhound-data.com/d?i=1171166
2006,71,Jacquelines Girl ,IU,UK,2004,f,Larkhill Jo,Jacqueline Rose,14,34,41%,14,8,6,497 m,http://www.greyhound-data.com/d?i=1178148
2006,72,Baran Hawaii ,IE,UK,2004,m,Pacific Mile *,Kirkton Queen,14,34,41%,14,2,10,412 m,http://www.greyhound-data.com/d?i=1220157
2006,73,Walk the Line ,IU,UK,2004,f,Droopys Vieri,Ballycahane Zoie,14,34,41%,14,4,5,615 m,http://www.greyhound-data.com/d?i=1220428
2006,75,Galtee Jet ,IE,IE,2004,m,Split the Bill *,Javas Jet,14,36,38%,14,7,8,480 m,http://www.greyhound-data.com/d?i=1162192
2006,81,Beechwood Smugla ,IU,UK,2004,m,Droopys Merson,Harefield Lady,14,40,35%,14,6,3,498 m,http://www.greyhound-data.com/d?i=1196776
2006,82,Airfield Whisper ,UK,UK,2004,m,Ace Honcho,Hazel Velvet,14,41,34%,14,8,3,480 m,http://www.greyhound-data.com/d?i=1169964
2006,86,Watchfour Twiggy ,IU,UK,2004,f,Droopys Woods,Watch That,14,41,34%,14,11,3,527 m,http://www.greyhound-data.com/d?i=1194979
2006,92,Nevada Blue ,IU,UK,2004,m,Daves Mentor *,Pop for Sally,14,48,29%,14,13,9,471 m,http://www.greyhound-data.com/d?i=1186762
2006,13,Thats the Bullet ,IE,,2003,m,Top Condition *,Lakefield Samba,18,36,50%,18,5,5,481 m,http://www.greyhound-data.com/d?i=1080034
2006,85,Myella Honcho ,IE,,2004,m,Honcho Classic *,Penny a Paw,14,41,34%,14,14,5,447 m,http://www.greyhound-data.com/d?i=1100497
2006,91,Quick As a Flash ,UK,,2004,m,So Breezy,News for Mom,14,47,29%,14,8,8,460 m,http://www.greyhound-data.com/d?i=1102896
2007,3,Head Iton Jordan ,IU,UK,2003,f,Toms the Best,Lady Camelot,21,29,72%,21,3,2,887 m,http://www.greyhound-data.com/d?i=1118944
2007,4,Winnies Ferrari ,IE,IE,2003,m,Honcho Classic *,Winnies Star,21,65,32%,21,7,12,267 m,http://www.greyhound-data.com/d?i=1130118
2007,5,Killough Nell ,IE,IE,2003,f,Split the Bill *,Catunda Sanna,20,40,50%,20,5,4,583 m,http://www.greyhound-data.com/d?i=1159899
2007,14,Zigzag Dutchman ,UK,UK,2003,m,Dutchy's Angel *,Zigzag Bullet,18,44,40%,18,13,4,484 m,http://www.greyhound-data.com/d?i=1077377
2007,34,Spankee Moved ,IE,UK,2003,f,Toms the Best,Lovely Castle,16,41,39%,16,13,5,704 m,http://www.greyhound-data.com/d?i=1101239
2007,59,Larkhill Bird ,AU,IE,2003,f,Stately Bird,Elle's Amy,14,24,58%,14,5,3,659 m,http://www.greyhound-data.com/d?i=1110047
2007,61,Princessmonalulu ,IE,IE,2003,f,Droopys Rhys,Droopys Princess,14,28,50%,14,5,3,696 m,http://www.greyhound-data.com/d?i=1093613
2007,71,Newlawn Berts ,IE,IE,2003,m,Tucks Mein,Berts Baby,14,34,41%,14,7,5,418 m,http://www.greyhound-data.com/d?i=1133409
2007,80,Legal Major ,IE,IE,2003,m,Honcho Classic *,Legal Jan,14,42,33%,14,9,6,438 m,http://www.greyhound-data.com/d?i=1159384
2007,1,Blonde Jet ,IU,UK,2004,m,Roanokee *,Lady Lynch,24,36,66%,24,7,1,262 m,http://www.greyhound-data.com/d?i=1241897
2007,6,Blonde Jeannie ,IE,UK,2004,f,Daves Mentor *,Easy and Breezy,19,33,57%,19,5,5,483 m,http://www.greyhound-data.com/d?i=1183152
2007,7,Jazz Hurricane ,IE,UK,2004,f,Top Honcho *,Lucy May,19,34,55%,19,8,4,500 m,http://www.greyhound-data.com/d?i=1180294
2007,8,Kildare Lark ,IU,IE,2004,m,Roanokee *,Allen Joy,19,37,51%,19,5,5,467 m,http://www.greyhound-data.com/d?i=1186597
2007,11,Spiridon Louis ,UK,UK,2004,m,Droopys Vieri,Early Flight,18,32,56%,18,6,4,776 m,http://www.greyhound-data.com/d?i=1224605
2007,15,Snazzy Time ,IU,UK,2004,m,WW Time Warp,Manuka Honey,18,44,40%,18,13,5,468 m,http://www.greyhound-data.com/d?i=1189391
2007,16,Roofless ,IU,UK,2004,m,Borna Pilot,Borna Pebbles,18,55,32%,18,6,7,400 m,http://www.greyhound-data.com/d?i=1243060
2007,18,Horseshoe Ping ,IE,UK,2004,m,Top Honcho *,Lucy May,17,24,70%,17,3,3,328 m,http://www.greyhound-data.com/d?i=1167781
